ontology	GO.ID	Term	Annotated	Significant	Expected	classic	sag_id	enriched_in
MF	GO:0016740	transferase activity	17189	573	495.52	5.6e-6	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0009982	pseudouridine synthase activity	269	20	7.75	1.3e-4	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0030248	cellulose binding	30	6	0.86	1.9e-4	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0046422	violaxanthin de-epoxidase activity	22	5	0.63	3.5e-4	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0022857	transmembrane transporter activity	8006	384	230.8	3.7e-4	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0045300	acyl-[acyl-carrier-protein] desaturase activity	2	2	0.06	8.3e-4	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0016758	hexosyltransferase activity	597	32	17.21	0.00113	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0050661	NADP binding	295	19	8.5	0.00236	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0003843	1,3-beta-D-glucan synthase activity	23	4	0.66	0.00394	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	841	37	24.24	0.00441	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008113	peptide-methionine (S)-S-oxide reductase activity	72	7	2.08	0.00473	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0004800	thyroxine 5'-deiodinase activity	40	5	1.15	0.00564	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0005436	sodium:phosphate symporter activity	14	3	0.4	0.00686	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0004185	serine-type carboxypeptidase activity	310	17	8.94	0.00929	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0005544	calcium-dependent phospholipid binding	16	3	0.46	0.01012	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0004842	ubiquitin-protein transferase activity	1110	46	32	0.01016	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0015297	antiporter activity	394	20	11.36	0.01396	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008175	tRNA methyltransferase activity	104	8	3	0.01581	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008131	primary amine oxidase activity	7	2	0.2	0.01584	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0004499	N,N-dimethylaniline monooxygenase activity	91	7	2.62	0.01629	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0042910	xenobiotic transmembrane transporter activity	140	9	4.04	0.02061	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0015099	nickel cation transmembrane transporter activity	8	2	0.23	0.02072	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	167	10	4.81	0.02361	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0004743	pyruvate kinase activity	57	5	1.64	0.0241	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0030955	potassium ion binding	57	5	1.64	0.0241	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0051087	protein-folding chaperone binding	100	7	2.88	0.02587	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0015095	magnesium ion transmembrane transporter activity	247	13	7.12	0.02814	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0005262	calcium channel activity	80	6	2.31	0.02814	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008519	ammonium transmembrane transporter activity	105	7	3.03	0.03258	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0000287	magnesium ion binding	332	16	9.57	0.03299	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0034632	retinol transmembrane transporter activity	25	3	0.72	0.03431	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008253	5'-nucleotidase activity	63	5	1.82	0.03519	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008168	methyltransferase activity	1753	75	50.54	0.03572	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0008146	sulfotransferase activity	259	13	7.47	0.0389	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0016799	hydrolase activity, hydrolyzing N-glycosyl compounds	142	8	4.09	0.04195	ICM0083_SAG.1_Prymnesiophyceae	PF
MF	GO:0043531	ADP binding	112	7	3.23	0.04378	ICM0083_SAG.1_Prymnesiophyceae	PF
BP	GO:0006811	monoatomic ion transport	3822	212	102.46	2.7e-30	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0055085	transmembrane transport	7245	326	194.22	3.8e-21	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0009101	glycoprotein biosynthetic process	335	32	8.98	1.3e-10	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006075	(1->3)-beta-D-glucan biosynthetic process	26	7	0.7	4.1e-6	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0017038	protein import	29	7	0.78	9.1e-6	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0016567	protein ubiquitination	478	26	12.81	6.2e-4	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0120009	intermembrane lipid transfer	30	5	0.8	0.00112	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0009308	amine metabolic process	95	4	2.55	0.00201	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006096	glycolytic process	214	14	5.74	0.00205	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006812	monoatomic cation transport	1446	49	38.76	0.00615	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0051156	glucose 6-phosphate metabolic process	67	5	1.8	0.00716	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0034975	protein folding in endoplasmic reticulum	33	4	0.88	0.01134	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006820	monoatomic anion transport	210	6	5.63	0.01166	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0009307	DNA restriction-modification system	19	3	0.51	0.01351	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	167	10	4.48	0.01504	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0035444	nickel cation transmembrane transport	8	2	0.21	0.01806	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0000413	protein peptidyl-prolyl isomerization	513	22	13.75	0.0222	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006457	protein folding	351	19	9.41	0.02539	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006865	amino acid transport	16	3	0.43	0.02678	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006935	chemotaxis	1	1	0.03	0.02681	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0006103	2-oxoglutarate metabolic process	1	1	0.03	0.02681	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0015995	chlorophyll biosynthetic process	1	1	0.03	0.02681	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0015693	magnesium ion transport	246	12	6.59	0.03466	ICM0084_SAG.1_Prymnesiophyceae	PF
CC	GO:0016020	membrane	13216	516	429.54	1.9e-14	ICM0084_SAG.1_Prymnesiophyceae	PF
CC	GO:0000148	1,3-beta-D-glucan synthase complex	26	7	0.85	1.4e-5	ICM0084_SAG.1_Prymnesiophyceae	PF
CC	GO:0043231	intracellular membrane-bounded organelle	3177	58	103.26	0.0027	ICM0084_SAG.1_Prymnesiophyceae	PF
CC	GO:0016459	myosin complex	641	32	20.83	0.0112	ICM0084_SAG.1_Prymnesiophyceae	PF
CC	GO:0009654	photosystem II oxygen evolving complex	9	2	0.29	0.0326	ICM0084_SAG.1_Prymnesiophyceae	PF
CC	GO:0019898	extrinsic component of membrane	10	2	0.33	0.0399	ICM0084_SAG.1_Prymnesiophyceae	PF
CC	GO:0005576	extracellular region	123	8	4	0.0476	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0106274	NAD+-protein-arginine ADP-ribosyltransferase activity	79	31	2.36	9.999999999999999e-27	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0005216	monoatomic ion channel activity	2264	174	67.7	1e-24	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0008373	sialyltransferase activity	24	13	0.72	2.7e-14	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0005254	chloride channel activity	38	11	1.14	9.6e-9	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0003843	1,3-beta-D-glucan synthase activity	26	7	0.78	8.5e-6	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0071949	FAD binding	197	19	5.89	8.6e-6	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1859	138	55.59	3.3e-5	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0010277	chlorophyllide a oxygenase [overall] activity	4	3	0.12	1e-4	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	10	4	0.3	1.4e-4	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	973	49	29.09	3.5e-4	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0008146	sulfotransferase activity	265	19	7.92	3.9e-4	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0008131	primary amine oxidase activity	8	3	0.24	0.00134	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0120013	lipid transfer activity	30	5	0.9	0.00182	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0009007	site-specific DNA-methyltransferase (adenine-specific) activity	9	3	0.27	0.00196	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0003774	cytoskeletal motor activity	2634	93	78.76	0.00382	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	1734	65	51.85	0.0048	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0005515	protein binding	29774	945	890.3	0.00572	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0106370	protein-L-histidine N-pros-methyltransferase activity	39	5	1.17	0.00589	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0015035	protein-disulfide reductase activity	55	6	1.64	0.0059	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0003950	NAD+ ADP-ribosyltransferase activity	288	17	8.61	0.00653	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0005230	extracellular ligand-gated monoatomic ion channel activity	95	8	2.84	0.00773	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0005536	glucose binding	29	4	0.87	0.01043	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0004340	glucokinase activity	29	4	0.87	0.01043	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0048038	quinone binding	16	3	0.48	0.01117	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0008324	monoatomic cation transmembrane transporter activity	1257	43	37.59	0.01287	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0016787	hydrolase activity	18580	434	555.58	0.0183	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0046422	violaxanthin de-epoxidase activity	20	3	0.6	0.02082	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0015099	nickel cation transmembrane transporter activity	8	2	0.24	0.0222	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0031151	histone H3K79 methyltransferase activity	140	9	4.19	0.02532	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0004356	glutamine synthetase activity	38	4	1.14	0.02627	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	167	10	4.99	0.02932	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0008984	protein-glutamate methylesterase activity	1	1	0.03	0.0299	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0000156	phosphorelay response regulator activity	1	1	0.03	0.0299	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0051743	red chlorophyll catabolite reductase activity	1	1	0.03	0.0299	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0046406	magnesium protoporphyrin IX methyltransferase activity	1	1	0.03	0.0299	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0008201	heparin binding	1	1	0.03	0.0299	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0016740	transferase activity	17210	594	514.61	0.0367	ICM0084_SAG.1_Prymnesiophyceae	PF
MF	GO:0004386	helicase activity	506	18	15.13	0.03936	ICM0084_SAG.1_Prymnesiophyceae	PF
BP	GO:0090481	pyrimidine nucleotide-sugar transmembrane transport	163	6	1.65	0.0065	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0006412	translation	2388	43	24.13	0.0085	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0010024	phytochromobilin biosynthetic process	1	1	0.01	0.0101	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0006750	glutathione biosynthetic process	46	3	0.46	0.0113	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0015979	photosynthesis	25	3	0.25	0.0125	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0018342	protein prenylation	48	3	0.48	0.0127	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0006821	chloride transport	195	6	1.97	0.0148	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0006075	(1->3)-beta-D-glucan biosynthetic process	21	2	0.21	0.0188	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0007018	microtubule-based movement	2067	31	20.88	0.0272	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0045047	protein targeting to ER	145	4	1.47	0.0281	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0042549	photosystem II stabilization	3	1	0.03	0.03	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0034314	Arp2/3 complex-mediated actin nucleation	69	3	0.7	0.0329	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0016114	terpenoid biosynthetic process	29	2	0.29	0.0346	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0006423	cysteinyl-tRNA aminoacylation	4	1	0.04	0.0398	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0006289	nucleotide-excision repair	78	3	0.79	0.0447	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0006418	tRNA aminoacylation for protein translation	692	15	6.99	0.0492	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0009712	catechol-containing compound metabolic process	5	1	0.05	0.0495	ICM0085_SAG.1_Chrysophyceae	PF
CC	GO:0009654	photosystem II oxygen evolving complex	9	2	0.11	0.0046	ICM0085_SAG.1_Chrysophyceae	PF
CC	GO:0019898	extrinsic component of membrane	10	2	0.12	0.0057	ICM0085_SAG.1_Chrysophyceae	PF
CC	GO:0000139	Golgi membrane	198	7	2.31	0.0088	ICM0085_SAG.1_Chrysophyceae	PF
CC	GO:0000148	1,3-beta-D-glucan synthase complex	21	2	0.25	0.0246	ICM0085_SAG.1_Chrysophyceae	PF
CC	GO:0005840	ribosome	1325	23	15.46	0.037	ICM0085_SAG.1_Chrysophyceae	PF
CC	GO:0005885	Arp2/3 protein complex	69	3	0.81	0.0469	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0016887	ATP hydrolysis activity	3213	53	32.6	4.8e-4	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0005524	ATP binding	16438	206	166.8	6.7e-4	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0003735	structural constituent of ribosome	1344	25	13.64	0.00326	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0003723	RNA binding	3533	57	35.85	0.00393	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity	163	6	1.65	0.00667	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0003684	damaged DNA binding	124	5	1.26	0.00891	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0050897	cobalt ion binding	1	1	0.01	0.01015	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	1	1	0.01	0.01015	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0004618	phosphoglycerate kinase activity	47	3	0.48	0.01213	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0008318	protein prenyltransferase activity	48	3	0.49	0.01284	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0003777	microtubule motor activity	1961	29	19.9	0.01313	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0000049	tRNA binding	141	5	1.43	0.01489	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0015035	protein-disulfide reductase activity	52	3	0.53	0.01593	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0008017	microtubule binding	1616	26	16.4	0.01596	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0004812	aminoacyl-tRNA ligase activity	801	18	8.13	0.01755	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0003843	1,3-beta-D-glucan synthase activity	21	2	0.21	0.01901	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	2	1	0.02	0.02019	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	2	1	0.02	0.02019	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0004357	glutamate-cysteine ligase activity	23	2	0.23	0.0226	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0016740	transferase activity	16772	156	170.19	0.0247	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0051287	NAD binding	636	11	6.45	0.02529	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0004332	fructose-bisphosphate aldolase activity	25	2	0.25	0.02645	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0015108	chloride transmembrane transporter activity	222	6	2.25	0.02664	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1743	22	17.69	0.03056	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0071949	FAD binding	183	5	1.86	0.03968	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0016832	aldehyde-lyase activity	29	3	0.29	0.03991	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0004817	cysteine-tRNA ligase activity	4	1	0.04	0.03998	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0035596	methylthiotransferase activity	35	2	0.36	0.0491	ICM0085_SAG.1_Chrysophyceae	PF
MF	GO:0018576	catechol 1,2-dioxygenase activity	5	1	0.05	0.04972	ICM0085_SAG.1_Chrysophyceae	PF
BP	GO:0015979	photosynthesis	29	7	0.57	3.6e-5	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0006412	translation	2425	80	48.05	1.8e-4	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0016114	terpenoid biosynthetic process	30	3	0.59	0.00229	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0010207	photosystem II assembly	5	2	0.1	0.00377	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0015969	guanosine tetraphosphate metabolic process	5	2	0.1	0.00377	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0051603	proteolysis involved in protein catabolic process	577	20	11.43	0.00533	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0006096	glycolytic process	210	10	4.16	0.00957	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0006457	protein folding	346	14	6.86	0.00989	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0006000	fructose metabolic process	43	4	0.85	0.01025	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0017038	protein import	25	3	0.5	0.01289	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0006813	potassium ion transport	143	8	2.83	0.01764	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0010024	phytochromobilin biosynthetic process	1	1	0.02	0.01981	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0000902	cell morphogenesis	1	1	0.02	0.01981	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0070588	calcium ion transmembrane transport	79	5	1.57	0.02046	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0006400	tRNA modification	180	10	3.57	0.02097	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0015986	proton motive force-driven ATP synthesis	109	6	2.16	0.02164	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0000413	protein peptidyl-prolyl isomerization	508	17	10.07	0.02652	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0007031	peroxisome organization	93	5	1.84	0.02937	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0009231	riboflavin biosynthetic process	62	4	1.23	0.03459	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0009052	pentose-phosphate shunt, non-oxidative branch	15	2	0.3	0.03472	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0050992	dimethylallyl diphosphate biosynthetic process	2	1	0.04	0.03924	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0010206	photosystem II repair	2	1	0.04	0.03924	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0019288	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	2	1	0.04	0.03924	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0006298	mismatch repair	196	8	3.88	0.04249	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0043248	proteasome assembly	69	4	1.37	0.0482	ICM0086_SAG.1_Chrysophyceae	PF
CC	GO:0009654	photosystem II oxygen evolving complex	12	5	0.26	3.4e-6	ICM0086_SAG.1_Chrysophyceae	PF
CC	GO:0019898	extrinsic component of membrane	13	5	0.28	5.5e-6	ICM0086_SAG.1_Chrysophyceae	PF
CC	GO:0005840	ribosome	1348	46	29.51	0.0059	ICM0086_SAG.1_Chrysophyceae	PF
CC	GO:0005839	proteasome core complex	266	13	5.82	0.0097	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0051536	iron-sulfur cluster binding	518	26	10.75	1e-4	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0003735	structural constituent of ribosome	1368	49	28.4	2.1e-4	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	959	35	19.91	0.00116	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0016851	magnesium chelatase activity	3	2	0.06	0.00127	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0004618	phosphoglycerate kinase activity	49	5	1.02	0.00343	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0004425	indole-3-glycerol-phosphate synthase activity	17	3	0.35	0.00488	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	833	29	17.29	0.00756	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0005471	ATP:ADP antiporter activity	20	3	0.42	0.00782	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0003873	6-phosphofructo-2-kinase activity	43	4	0.89	0.01201	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	1712	43	35.54	0.01217	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0016757	glycosyltransferase activity	1758	37	36.49	0.01684	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0016636	oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	1	1	0.02	0.02076	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	1	1	0.02	0.02076	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0050897	cobalt ion binding	1	1	0.02	0.02076	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0005262	calcium channel activity	79	5	1.64	0.02445	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0003676	nucleic acid binding	9037	232	187.58	0.02519	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0051539	4 iron, 4 sulfur cluster binding	82	5	1.7	0.02816	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	82	5	1.7	0.02816	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0051287	NAD binding	642	17	13.33	0.02882	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0004751	ribose-5-phosphate isomerase activity	15	2	0.31	0.03781	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0035596	methylthiotransferase activity	36	3	0.75	0.03837	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0008253	5'-nucleotidase activity	62	4	1.29	0.03999	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0051745	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity	2	1	0.04	0.04108	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0003972	RNA ligase (ATP) activity	2	1	0.04	0.04108	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0008661	1-deoxy-D-xylulose-5-phosphate synthase activity	2	1	0.04	0.04108	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	2	1	0.04	0.04108	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0010277	chlorophyllide a oxygenase [overall] activity	2	1	0.04	0.04108	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0030983	mismatched DNA binding	190	8	3.94	0.04588	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0003887	DNA-directed DNA polymerase activity	94	5	1.95	0.04643	ICM0086_SAG.1_Chrysophyceae	PF
MF	GO:0004852	uroporphyrinogen-III synthase activity	17	2	0.35	0.04765	ICM0086_SAG.1_Chrysophyceae	PF
BP	GO:0001522	pseudouridine synthesis	312	34	11.77	3.8e-8	ICM0087_SAG.1_Diatomea	PF
BP	GO:0006629	lipid metabolic process	2906	134	109.59	2.8e-7	ICM0087_SAG.1_Diatomea	PF
BP	GO:0006096	glycolytic process	224	24	8.45	4.9e-6	ICM0087_SAG.1_Diatomea	PF
BP	GO:0006352	DNA-templated transcription initiation	193	19	7.28	1.2e-5	ICM0087_SAG.1_Diatomea	PF
BP	GO:0015708	silicic acid import across plasma membrane	19	6	0.72	5.1e-5	ICM0087_SAG.1_Diatomea	PF
BP	GO:0010024	phytochromobilin biosynthetic process	3	3	0.11	5.4e-5	ICM0087_SAG.1_Diatomea	PF
BP	GO:0006862	nucleotide transport	56	7	2.11	1.7e-4	ICM0087_SAG.1_Diatomea	PF
BP	GO:0003333	amino acid transmembrane transport	18	5	0.68	4.3e-4	ICM0087_SAG.1_Diatomea	PF
BP	GO:0042549	photosystem II stabilization	5	3	0.19	5.1e-4	ICM0087_SAG.1_Diatomea	PF
